,Price,TVL_1,TVL_2,TVL_3,LVR_1,LVR_2,LVR_3,Collected_Fees_1,Collected_Fees_2,Collected_Fees_3,Collected_Fees_Retail_1,Collected_Fees_Retail_2,Collected_Fees_Retail_3,Collected_Fees_Arbitrage_1,Collected_Fees_Arbitrage_2,Collected_Fees_Arbitrage_3,Volume_1,Volume_2,Volume_3,Volume_Retail_1,Volume_Retail_2,Volume_Retail_3,Volume_Arbitrage_1,Volume_Arbitrage_2,Volume_Arbitrage_3,Best Pool,Best Pool TVL/CFMM
11,3349.552267420927,128690501.45899811,129402660.22493994,130364799.64398773,3474372.5094939084,501993.87138898467,1959424.9393467268,6103543.475519432,4407719.67965231,5473493.98659645,3377459.5522766993,4066511.7075790614,3955002.429494876,2726083.923242733,341207.97207324835,1518491.5571015745,2034514491.8398051,1811091008.8879805,1905829536.0776758,1125819850.7588964,1355503902.5263858,1318334143.164974,908694641.0809088,455587106.3615948,587495392.912702,3,1.013010270113238
12,626.4289863922265,56521663.4072589,56897635.99884978,57537525.840098515,2480422.5039929925,355926.45029309613,1656427.7413754635,5427568.329213379,4225234.13538418,5284499.02944218,3453232.3475451265,3974154.287247722,3977958.453074106,1974335.981668253,251079.848136458,1306540.5763680737,1809189443.0711365,1659910613.0064905,1771510267.8173423,1151077449.1817179,1324718095.7492511,1325986151.0247006,658111993.8894187,335192517.25723934,445524116.79264176,3,1.0179729748135677
13,2521.0377941270417,110993729.72174954,111576769.57783201,112086561.27134919,4150009.239793432,620177.0709126304,2102265.5302255386,6588678.047820628,4502446.036030863,5496598.465422941,3373491.834670414,4090080.248434326,3898732.121797579,3215186.213150214,412365.7875965371,1597866.3436253627,2196226015.9402337,1914012378.0733998,1974806704.0373998,1124497278.2234938,1363360082.8114173,1299577373.9325268,1071728737.7167399,550652295.2619824,675229330.1048728,3,1.0098458854598298
14,4564.6939518872,149004466.1753701,149736812.51666954,150563031.91405112,4422697.506269247,665521.8520157974,2200523.3297886853,6749905.527661527,4522537.622174229,5590128.916793739,3345065.688423812,4084838.032839408,3936440.4330312805,3404839.839237714,437699.5893348207,1653688.4837624584,2249968509.220522,1946123419.1102843,2046439451.7472687,1115021896.1412766,1361612677.6131337,1312146811.0104702,1134946613.0792453,584510741.4971507,734292640.7367986,3,1.0104598592155396
15,995.675171508401,70298083.70905936,70728156.44844791,71308349.73679698,3174238.3745654617,459314.80541854637,1948256.7250936017,5868033.145516363,4353429.816993031,5493576.793584481,3366294.4660011535,4038322.956937703,3971691.890454026,2501738.6795152095,315106.8600553276,1521884.9031304547,1956011048.505498,1766826964.1677468,1870042324.7464685,1122098155.3337708,1346107652.3125255,1323897296.8179786,833912893.1717273,420719311.8552213,546145027.92849,3,1.0143711744962889
16,4122.442690854792,141356171.79076305,142006772.2766567,142719390.6135822,4778619.874884783,717312.9308243212,2263178.1364412587,6992502.147010146,4568425.139035164,5621890.289739008,3337955.9447916173,4103027.303624569,3941090.4895918705,3654546.2022185284,465397.8354105954,1680799.8001471376,2330834049.003415,1989213875.470612,2094503655.4940894,1112651981.5972245,1367675767.8748283,1313696829.8639915,1218182067.4061906,621538107.5957836,780806825.6300979,3,1.0096438578206333
17,2970.0541026728733,120362333.2468067,120993691.841522,121619882.46127778,4322112.866727964,645839.1351299194,2205712.691907179,6688632.962441312,4539110.261837789,5608536.092792351,3352910.108333383,4112790.833635166,3939786.5052958443,3335722.854107929,426319.4282026229,1668749.587496506,2229544320.8137903,1940234260.976318,2025128039.4678738,1117636702.7778182,1370930277.878445,1313262168.431962,1111907618.035972,569303983.0978731,711865871.0359118,3,1.0104480295500124
18,1748.4469747556032,92728836.63370779,93181986.2748796,93817355.94346404,3680563.9454669696,532394.7552712153,2027285.2758477824,6254853.582397273,4415443.180486144,5517655.494342197,3380401.075189047,4055664.284531426,3955430.312671709,2874452.507208226,359778.8959547177,1562225.1816704876,2084951194.1323993,1832283752.8873808,1935038115.1854658,1126800358.3963451,1351888094.8438253,1318476770.8905718,958150835.7360542,480395658.0435555,616561344.2948939,3,1.0117387357511671
19,1770.2037749786791,93583165.17299794,94093803.77581057,94817672.18994606,3374619.109973321,487737.6210796188,2015707.1228527483,6024111.435068386,4378152.039573569,5503923.096562154,3373038.1424315968,4045447.5436711544,3934574.1605597986,2651073.2926367894,332704.49590241484,1569348.9360023553,2008037145.0228071,1792708641.594325,1886689147.0307333,1124346047.4772084,1348482514.557062,1311524720.1866202,883691097.5455986,444226127.0372631,575164426.8441131,3,1.0131915501539834
20,3097.7564453687396,123502019.67543581,124235053.45669684,125099475.75765026,3533902.6937233293,520179.92051019764,2063158.3439173475,6123545.013901496,4424042.633113967,5569565.8772404,3357656.9348409823,4071331.742570235,3971996.6603473676,2765888.0790605145,352710.8905437324,1597569.2168930324,2041181671.3004973,1828061644.36825,1924372933.9312549,1119218978.2803292,1357110580.8567429,1323998886.7824636,921962693.0201681,470951063.5115069,600374047.1487912,3,1.0129346555336711
21,2388.1781409298487,108061033.55266386,108633840.59753832,109238336.79056127,3874456.1774132713,574752.2901856278,2105152.3937193314,6368011.7052110955,4452909.64212586,5544819.793610996,3356441.2917423295,4068524.841178964,3931303.2235729196,3011570.4134687665,384384.8009468964,1613516.5700380763,2122670568.4036899,1869449484.9458213,1957388988.5273507,1118813763.914106,1356174947.05967,1310434407.857659,1003856804.489584,513274537.8861513,646954580.6696916,3,1.0108947989778725
22,1416.7598249301973,83908874.77511966,84415542.52567907,85094772.82184628,3218247.221141652,465845.918807175,1915048.5467395838,5907065.468678536,4357851.210911165,5451768.942125118,3376509.116501147,4038828.027492537,3959733.769584758,2530556.352177389,319023.1834186279,1492035.17254036,1969021822.8928182,1772227544.6639147,1870612245.9616082,1125503038.8337002,1346276009.164191,1319911256.5282516,843518784.059118,425951535.49972355,550700989.4333565,3,1.0141331658886488
23,7394.995655152722,188782673.7357911,189604261.9644491,190184976.52047306,5466846.055726962,842494.2934249694,2346250.490728814,7483380.292636227,4681907.27228087,5582331.5337359095,3349678.4077252764,4146289.681188624,3878190.884237405,4133701.88491095,535617.5910922466,1704140.6494985044,2494460097.545395,2097480855.3285565,2161335150.0154204,1116559469.2417474,1382096560.3962314,1292730294.7458296,1377900628.3036475,715384294.9323252,868604855.269591,3,1.007428132873277
24,6850.231190259688,182158249.74204266,182945884.54817104,183712316.98876536,4860888.727931938,719730.8986293211,2201475.023052994,7058327.683280986,4595353.378416597,5502120.255800031,3341981.7502311873,4128663.823798423,3874498.9536901843,3716345.933049798,466689.55461817386,1627621.302109847,2352775894.4270096,1999486179.4664254,2077822291.7920504,1113993916.743749,1376221274.5994833,1291499651.2300692,1238781977.6832607,623264904.8669423,786322640.5619811,3,1.0085314129276244
25,662.8076769824244,57725803.575857416,58107167.62746799,58598433.14004342,2954324.656975288,426068.8625473869,1748681.6679632557,5744452.932288458,4296502.766478961,5309529.9992254935,3412462.3895263216,4002511.9245814164,3941341.1248929836,2331990.542762136,293990.841897545,1368188.8743325102,1914817644.0961492,1726686742.806436,1816755745.6306036,1137487463.17544,1334170641.5271099,1313780374.964343,777330180.9207091,392516101.2793263,502975370.66626054,3,1.015116802367927
26,1334.5989362881814,81594258.41056703,82072663.05040565,82817412.32340072,3009613.153193028,428546.0586413982,1845584.257288917,5751995.688958634,4294133.3898998005,5413989.615834922,3377476.4921068265,3998473.5176192014,3968364.2221518396,2374519.1968518076,295659.87228059873,1445625.3936830824,1917331896.3195493,1727569213.6593094,1840905236.8542025,1125825497.3689408,1332824505.8730693,1322788074.05059,791506398.9506085,394744707.7862401,518117162.8036124,3,1.014990686068608
27,1326.0062201880733,80864240.49829799,81291786.09447205,81918205.85447407,3437448.546418907,491614.0976629869,2020305.9601915744,6052407.186136935,4390978.93571113,5542138.2303003855,3359116.837836378,4056836.8848592034,3973252.6218958986,2693290.348300557,334142.0508519265,1568885.6084044874,2017469062.0456357,1798431584.2762098,1906735616.9698563,1119705612.6121128,1352278961.6197321,1324417540.6319716,897763449.4335229,446152622.65647763,582318076.3378845,3,1.013033763127946
28,2470.329627290273,109830303.35366148,110396117.99559239,110986754.3702821,4060054.684343239,601274.0013831599,2156689.7487554774,6500488.965678252,4477851.2279851725,5567007.7451177295,3351938.921500753,4078114.2851227727,3921732.469989179,3148550.0441774996,399736.94286239997,1645275.2751285506,2166829655.2260947,1893160167.0915494,1979447741.1154194,1117312973.8335986,1359371428.3742664,1307244156.6630497,1049516681.392496,533788738.7172829,672203584.4523696,3,1.0105294347853777
29,1534.671435909099,87736427.09473336,88315538.6182858,89097067.1494106,2924201.4720328907,424121.7049570074,1811949.010243829,5715554.23780572,4295367.764294783,5372839.855826857,3401954.2384192892,4001169.227731147,3948436.0165537964,2313599.9993864316,294198.5365636356,1424403.8392730604,1905184745.9352226,1726507484.0021546,1821785029.7231054,1133984746.1397407,1333723075.9104018,1316145338.8513143,771199999.7954818,392784408.09175277,505639690.8717912,3,1.0155082683411316
30,2359.0568665773167,107041254.54292437,107598229.28700131,108067129.08291884,4660014.538028829,706251.1899486913,2199731.6119714226,6909512.147980692,4586087.576836351,5552517.717966953,3333004.5704807295,4125069.770293857,3910398.83432727,3576507.5774999624,461017.8065424946,1642118.883639684,2303170715.9935565,1990694599.021584,2058231210.4771342,1111001523.4935684,1375023256.7646346,1303466278.1090724,1192169192.499988,615671342.2569495,754764932.3680617,3,1.0095839173819015
31,789.5118839957701,62863429.76243414,63211539.187170655,63791735.31105958,2952142.5560729783,419559.9022835528,1828599.8607664462,5751910.106009533,4292061.472496454,5372216.151721067,3419635.0482586347,4001932.745844516,3937808.30538206,2332275.057750898,290128.72665193747,1434407.846339007,1917303368.6698313,1721333608.8532724,1822729559.3313415,1139878349.4195352,1333977581.9481614,1312602768.4606552,777425019.2502961,387356026.90511096,510126790.87068635,3,1.0147670203826546
32,1607.4567255383847,89218492.77880901,89687251.83837262,90430018.83756077,3238041.717930774,460374.72345897945,1962679.7772091697,5924456.108344244,4341003.897065627,5464155.940687187,3374375.372061686,4025498.6273961053,3931956.1625061803,2550080.7362825572,315505.2696695225,1532199.778181007,1974818702.7814212,1763086046.5065434,1867668548.475824,1124791790.6872337,1341832875.7986877,1310652054.168764,850026912.0941875,421253170.70785564,557016494.30706,3,1.0135793154649606
33,3665.020982851973,133622288.67586517,134291793.85258114,134900041.32400241,4519479.659452157,681238.3889470458,2227272.1872688425,6826433.8960118545,4523051.54810139,5559724.158320427,3345264.693333626,4074674.9139302657,3883684.9918911783,3481169.2026782287,448376.6341711241,1676039.166429249,2275477965.3372455,1956991930.5573535,2032722201.8927662,1115088231.1111712,1358224971.310084,1294561663.9637675,1160389734.2260742,598766959.2472695,738160537.9289987,3,1.0095624215151466
34,2064.864447268549,100781325.45979077,101364187.21529724,102098660.682909,3620634.8367065657,525297.2166300593,2086106.0678683438,6151918.807372454,4431591.661586368,5566166.821282184,3320261.83526262,4075888.69613483,3951479.389130413,2831656.9721098337,355702.9654515381,1614687.4321517705,2050639602.4574828,1833578562.9850316,1931963355.875102,1106753945.0875337,1358629565.3782637,1317159796.3767884,943885657.3699492,474948997.6067679,614803559.4983138,3,1.0130712234345818
35,1208.2065362699493,77469445.97515252,77958903.7522783,78594235.7503162,3124631.3960193982,455975.70079111075,1937686.0590978998,5831830.6486370005,4322865.333779217,5473970.058168707,3367295.952418663,4009637.2041951916,3956237.5419409676,2464534.696218337,313228.1295840249,1517732.51622774,1943943549.545684,1754754231.1285868,1854861825.5542407,1122431984.1395736,1336545734.7317238,1318745847.3136678,821511565.4061105,418208496.39686286,536115978.2405729,3,1.0145191405592915
36,8249.743687928662,199365194.17628136,200281888.88730067,201068867.08491874,5325714.685764079,807296.5268167225,2397081.7005421068,7333108.330142074,4689944.838744831,5659925.540197361,3305636.2057081996,4176611.8398964237,3910028.920941328,4027472.1244338746,513332.9988484071,1749896.6192560333,2444369443.3806934,2077823799.2085752,2159923703.4959655,1101878735.2360673,1392203946.632163,1303342973.647115,1342490708.144626,685619852.5764121,856580729.8488505,3,1.0085454881714757
37,845.392841365411,64917262.11096342,65283014.12362608,65839952.579881705,3103963.437434651,443023.9280345067,1845935.6669839195,5827461.449402387,4307135.273850486,5390662.104617884,3380132.3501518965,4001838.0818229425,3948893.2296104357,2447329.099250491,305297.1920275431,1441768.875007449,1942487149.8007717,1741559856.9217257,1845055628.7914355,1126710783.3839455,1333946027.2743058,1316297743.203446,815776366.4168264,407613829.6474198,528757885.58798957,3,1.0142133299975147
38,2026.2610216022963,99907180.68764243,100448408.91211262,101116367.78690973,3678833.6909012203,530131.356935378,2072049.0776622978,6235778.46135797,4430855.93924679,5536264.7123876065,3360641.692845263,4072142.740823663,3934131.567413407,2875136.7685127067,358713.1984231271,1602133.1449741996,2078592820.452651,1836350850.80612,1923291414.3289094,1120213897.6150758,1357380913.6079025,1311377189.1377864,958378922.8375752,478969937.19821745,611914225.1911231,3,1.0121031050115186
39,4719.305190851621,151319685.56375754,152042727.6881418,152661103.88869333,4788097.834859245,724311.3775133165,2208380.29991851,7013019.1405138895,4591333.218782175,5532186.247022053,3342964.4961162265,4119204.1370451953,3890357.4408426937,3670054.644397663,472129.0817369803,1641828.8061793596,2337673046.837968,2003582217.1807837,2070771054.1851587,1114321498.7054155,1373068045.6817029,1296785813.6142254,1223351548.1325526,630514171.499081,773985240.5709333,3,1.0088647972002995
40,3586.860446631568,132650402.44263624,133324855.76895341,134177331.24046814,3849668.50446535,562025.5596329455,2070492.9338213904,6350345.750455866,4423019.0828436185,5513966.094011974,3353916.1926326314,4045796.133402767,3925836.947123114,2996429.5578232347,377222.94944085093,1588129.146888859,2116781916.8186066,1852301854.162846,1949065764.286944,1117972064.2108657,1348598711.134276,1308612315.7076716,998809852.6077409,503703143.0285703,640453448.5792724,3,1.0115109247293255
41,1363.7639836458502,82042064.02889363,82566931.18096456,83137016.4993092,3417845.530308626,497336.98022883723,2022553.3029768162,6026119.897959687,4419680.764320118,5523843.032890817,3344758.307180658,4081336.868917604,3950653.977970446,2681361.5907790284,338343.8954025139,1573189.0549203707,2008706632.653257,1812206789.1818843,1898475417.508411,1114919435.7269087,1360445622.9725573,1316884659.323532,893787196.9263483,451761166.20932704,581590758.1848787,3,1.0133462326109925
42,2669.688875547925,114606210.24885908,115225449.18254651,115974806.69803098,3779494.550955676,555533.9386043455,2048090.271933487,6305521.601023163,4423996.897123192,5507222.686064337,3354751.2369303345,4049137.153142098,3930954.8171724863,2950770.3640928282,374859.7439810947,1576267.8688918513,2101840533.6743908,1850248073.1339817,1942680395.723258,1118250412.310127,1349712384.3806937,1310318272.3908658,983590121.3642639,500535688.7532881,632362123.3323923,3,1.0119417302622615
43,3230.1320821368936,125745289.38182372,126364963.4089163,127119915.77254686,3987025.7363383505,580236.9884301813,2094029.6783491068,6451398.938303522,4465075.338453125,5529719.7016346855,3354494.577858197,4077434.577472665,3932173.8400012576,3096904.360445325,387640.7609804604,1597545.8616334281,2150466312.767842,1876769592.041271,1971773762.1851928,1118164859.286065,1359144859.1575263,1310724613.3337548,1032301453.4817767,517624732.8837447,661049148.851438,3,1.0109318320986889
44,1758.011037455214,93063296.67259169,93555457.64812937,94113833.42369428,3621936.9222371774,531659.5690328057,2000467.122898929,6226421.417150541,4420691.774862701,5447423.656489626,3396522.79610834,4061080.6931271153,3902085.8188669034,2829898.6210422013,359611.08173558593,1545337.8376227221,2075473805.7168365,1833863200.6390374,1904956357.997302,1132174265.3694408,1353693564.3757353,1300695272.9556508,943299540.3473955,480169636.26330215,604261085.0416512,3,1.0112884110993674
45,1562.3607606257476,87732623.37569056,88162275.788163,88797644.80258814,3610571.6058045607,521851.7930530022,2005271.5287374489,6204711.698508671,4390451.343240312,5497796.417678647,3381580.030293417,4037601.9104387495,3948555.1957268147,2823131.668215253,352849.4328015624,1549241.2219518323,2068237232.8361878,1817009223.3226862,1920540832.5042086,1127193343.4311051,1345867303.4795976,1316185065.2422748,941043889.4050828,471141919.8430886,604355767.2619339,3,1.0121394002130417
46,690.202888285345,59045100.335185155,59476484.87204115,60062218.97480309,2763660.7376968297,395043.3421392403,1764488.957872847,5596656.281932889,4288585.733384954,5365644.112421289,3406130.1776035577,4012919.0908506443,3979744.0574611668,2190526.104329331,275666.6425343093,1385900.0549601223,1865552093.9776406,1705672727.1277394,1812559369.993329,1135376725.8678668,1337639696.9502413,1326581352.4870493,730175368.1097739,368033030.177498,485978017.5062797,3,1.0172261311073059
47,5412.731762513787,162208066.65722966,162967985.198874,163785419.86837062,4576420.115523448,681618.2503755044,2183410.720034326,6847496.272476211,4539588.111116477,5541034.645793565,3330015.6806539134,4092982.8924651644,3905378.858573351,3517480.5918222973,446605.21865131264,1635655.7872202138,2282498757.492058,1960741307.817044,2047977075.3066425,1110005226.884625,1364327630.8217294,1301792952.8578103,1172493530.6074326,596413676.9953146,746184122.4488322,3,1.0097242587477115
48,1830.3312825408618,94715285.05239421,95145500.69439937,95738419.49714139,3901537.7837539767,565924.6014965618,2034340.8684817215,6409322.014594894,4431780.01181051,5480454.744748396,3374648.156793197,4053073.173935551,3927217.648734241,3034673.857801697,378706.83787495946,1553237.0960141553,2136440671.5316386,1856715712.8663027,1955689753.3228984,1124882718.931077,1351024391.3118699,1309072549.578077,1011557952.6005616,505691321.5544329,646617203.7448213,3,1.0108022104793457
49,621.4686341510192,55849656.025314555,56187979.699250996,56721750.81410495,2851277.967817133,410829.7829053797,1802534.1459919703,5653671.687639994,4263178.167922687,5373956.313882213,3399174.615259399,3978258.0117322416,3957417.6443728157,2254497.0723805944,284920.1561904453,1416538.6695093978,1884557229.2133489,1706483184.0048862,1815852569.1993446,1133058205.0864854,1326086003.9107647,1319139214.790964,751499024.1268635,380397180.0941214,496713354.40838075,3,1.0156150431507602
50,3119.959677448701,123637043.3962376,124307097.00282446,124965795.95174605,3925458.0570895234,576169.2745481348,2059371.2383023985,6410974.857647566,4473829.019748519,5484600.668968187,3358276.8030146672,4088112.2365496755,3910137.1019495316,3052698.0546328994,385716.78319884336,1574463.5670186551,2136991619.2158718,1877754933.080421,1953268543.1867423,1119425601.0049062,1362704078.8498988,1303379033.9831576,1017566018.2109656,515050854.2305221,649889509.2035847,3,1.0107472042278625
51,2032.0251047085617,99579923.25395495,100042127.98253277,100603999.34151132,4191807.3876734027,619970.132719417,2123523.1171501847,6608369.832445947,4485668.581323525,5536955.546136893,3367124.7943849396,4075034.446895357,3927459.229511705,3241245.0380610083,410634.13442816766,1609496.3166251886,2202789944.148638,1906694338.862472,1999777363.2583852,1122374931.4616373,1358344815.6317494,1309153076.5038822,1080415012.6870005,548349523.2307225,690624286.7545031,3,1.0102839614060026
52,4010.9734523860466,139467816.46824795,140096385.82744676,140694361.05413908,4651481.074452796,693324.0125336454,2139886.0279298406,6927126.791198049,4575937.158577187,5502089.021250797,3361984.887638796,4123902.810188705,3912156.058159074,3565141.903559253,452034.3483884823,1589932.9630917232,2309042263.732684,1978311893.2374582,2054818239.264601,1120661629.2129307,1374634270.0629017,1304052019.3863697,1188380634.5197537,603677623.1745564,750766219.8782313,3,1.0087944632457222
53,1855.2010132984224,95689850.14594683,96249083.10817295,96966952.65750572,3419971.9688383047,495788.4622482646,2052124.7949849805,6033597.360479929,4371392.428947701,5548334.11006453,3349874.6570838206,4033539.2358883303,3950214.999008023,2683722.7033961085,337853.1930593707,1598119.1110565066,2011199120.1599755,1795615743.7853909,1899514712.5010731,1116624885.694606,1344513078.6294737,1316738333.0026617,894574234.4653696,451102665.1559171,582776379.4984114,3,1.0133462693233508
54,1763.2737839231552,93063360.7638613,93557950.82154682,94189373.3878719,3657749.6196386223,529823.7635496622,2099949.5580797857,6205901.453366082,4428490.953080539,5552765.442666857,3352931.296947978,4071208.579776073,3931348.24439359,2852970.1564181047,357282.3733044661,1621417.1982732662,2068633817.7886724,1834136189.8923097,1926887351.1719773,1117643765.6493018,1357069526.5920384,1310449414.7978761,950990052.1393707,477066663.3002712,616437936.3741012,3,1.0120994193071078
55,887.463020775618,66825753.02005285,67267760.67952377,67884554.71614592,2804373.3335990165,407728.0055362706,1756536.2127162851,5643773.70458609,4298363.002239074,5346778.748388805,3424938.230816933,4015719.4807803365,3971075.306495089,2218835.4737691567,282643.521458737,1375703.4418937166,1881257901.5286841,1715931526.808051,1816180233.0631566,1141646076.9389663,1338573160.260092,1323691768.831676,739611824.5897177,377358366.5479592,492488464.2314807,3,1.0158442164621078
56,1145.8292438393662,75191652.59790151,75629160.64918655,76130257.9850818,3561829.697223425,518021.44729218824,1988009.502836529,6172737.0298365075,4439151.842145607,5464933.439977588,3382751.6083781742,4087738.2004383258,3929071.7968894267,2789985.4214583337,351413.64170728065,1535861.643088161,2057579009.9454365,1831797353.6448054,1913463534.8876572,1127583869.4593174,1362579400.1460903,1309690598.9631672,929995140.486119,469217953.4987153,603772935.9244899,3,1.012482840245574
57,2601.8403019175935,112529233.3871274,113049407.44529998,113652033.9439612,4364989.371553889,646803.222647943,2164116.1043839003,6723398.348362424,4503846.5192109225,5545709.988111025,3358671.887023897,4077854.42490057,3915176.703677372,3364726.4613385275,425992.09431035264,1630533.2844336529,2241132782.7874746,1928157511.8939812,2023799285.375679,1119557295.6746354,1359284808.300163,1305058901.2257712,1121575487.112839,568872703.5938182,718740384.1499078,3,1.0099778566247857
58,1197.7694595334428,77420532.90589675,77902020.29964697,78610318.75752869,2852327.178657336,411923.63202176616,1828428.0305059466,5643373.798961174,4286202.656919223,5382794.927887742,3385592.5111595206,4000425.4373379424,3946714.56222936,2257781.2878016527,285777.21958128083,1436080.3656583824,1881124599.6537464,1715016024.2041237,1813272932.5884807,1128530837.0531955,1333475145.7793212,1315571520.7431211,752593762.6005509,381540878.42480254,497701411.84535956,3,1.0153678334025174
59,2847.0965067132456,118154049.6017105,118759453.51645938,119498893.16124958,3870767.5938221347,566756.575719957,2108133.8101430186,6374282.709407948,4457383.9426997565,5576641.988518829,3362673.215321014,4077214.6941129784,3959316.4230127707,3011609.494086934,380169.24858677783,1617325.5655060585,2124760903.1359723,1866710245.4618988,1966103514.9792032,1120891071.773669,1359071564.7043276,1319772141.0043006,1003869831.3623033,507638680.7575713,646331373.9749025,3,1.0113821199025548
